date,total_demand,peak_demand,avg_temp,is_weekend,month,event_name,event_type,context_text,next_day_demand
2023-01-01,732.53,55.6,32.47083333333333,1,1,New Year's Day,holiday,Date: 2023-01-01. Winter weekend. Average temperature: 32.5°F (cold). Public holiday today. Reduced commercial activity; residential demand dominant.,1562.26
2023-01-02,1562.26,111.05,32.5125,0,1,,none,Date: 2023-01-02. Winter weekday. Average temperature: 32.5°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1566.09
2023-01-03,1566.09,105.65,33.425000000000004,0,1,,none,Date: 2023-01-03. Winter weekday. Average temperature: 33.4°F (cold). Standard operations. Weather-driven variation expected.,1585.42
2023-01-04,1585.42,106.35,32.666666666666664,0,1,,none,Date: 2023-01-04. Winter weekday. Average temperature: 32.7°F (cold). Typical day. No special events. Demand follows seasonal baseline.,1576.79
2023-01-05,1576.79,108.85,31.491666666666664,0,1,,none,Date: 2023-01-05. Winter weekday. Average temperature: 31.5°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1542.19
2023-01-06,1542.19,102.29,34.94583333333333,0,1,,none,Date: 2023-01-06. Winter weekday. Average temperature: 34.9°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1188.27
2023-01-07,1188.27,87.44,34.449999999999996,1,1,,none,Date: 2023-01-07. Winter weekend. Average temperature: 34.4°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1117.97
2023-01-08,1117.97,80.38,33.44166666666667,1,1,,none,Date: 2023-01-08. Winter weekend. Average temperature: 33.4°F (cold). Standard operations. Weather-driven variation expected.,1501.46
2023-01-09,1501.46,107.72,33.3125,0,1,,none,Date: 2023-01-09. Winter weekday. Average temperature: 33.3°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1547.95
2023-01-10,1547.95,111.02,33.949999999999996,0,1,,none,Date: 2023-01-10. Winter weekday. Average temperature: 33.9°F (cold). Standard operations. Weather-driven variation expected.,1573.01
2023-01-11,1573.01,102.75,32.68333333333333,0,1,,none,Date: 2023-01-11. Winter weekday. Average temperature: 32.7°F (cold). Standard operations. Weather-driven variation expected.,1522.29
2023-01-12,1522.29,104.86,33.43333333333333,0,1,,none,Date: 2023-01-12. Winter weekday. Average temperature: 33.4°F (cold). Standard operations. Weather-driven variation expected.,1586.4
2023-01-13,1586.4,108.94,32.59583333333333,0,1,,none,Date: 2023-01-13. Winter weekday. Average temperature: 32.6°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1196.75
2023-01-14,1196.75,89.02,32.49583333333333,1,1,,none,Date: 2023-01-14. Winter weekend. Average temperature: 32.5°F (cold). Standard operations. Weather-driven variation expected.,1232.18
2023-01-15,1232.18,81.78,33.699999999999996,1,1,,none,Date: 2023-01-15. Winter weekend. Average temperature: 33.7°F (cold). Typical day. No special events. Demand follows seasonal baseline.,1007.0
2023-01-16,1007.0,72.98,33.62916666666667,0,1,MLK Day,holiday,Date: 2023-01-16. Winter weekday. Average temperature: 33.6°F (cold). Public holiday today. Reduced commercial activity; residential demand dominant.,1572.2
2023-01-17,1572.2,104.57,34.479166666666664,0,1,,none,Date: 2023-01-17. Winter weekday. Average temperature: 34.5°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1577.22
2023-01-18,1577.22,105.45,32.34583333333333,0,1,,none,Date: 2023-01-18. Winter weekday. Average temperature: 32.3°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1609.76
2023-01-19,1609.76,103.18,33.50416666666667,0,1,,none,Date: 2023-01-19. Winter weekday. Average temperature: 33.5°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1589.18
2023-01-20,1589.18,109.18,30.45,0,1,,none,Date: 2023-01-20. Winter weekday. Average temperature: 30.4°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1166.94
2023-01-21,1166.94,84.05,34.395833333333336,1,1,,none,Date: 2023-01-21. Winter weekend. Average temperature: 34.4°F (cold). Standard operations. Weather-driven variation expected.,1159.49
2023-01-22,1159.49,81.86,33.5625,1,1,,none,Date: 2023-01-22. Winter weekend. Average temperature: 33.6°F (cold). Standard operations. Weather-driven variation expected.,1578.6
2023-01-23,1578.6,104.85,31.525000000000002,0,1,,none,Date: 2023-01-23. Winter weekday. Average temperature: 31.5°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1584.64
2023-01-24,1584.64,107.21,35.229166666666664,0,1,,none,Date: 2023-01-24. Winter weekday. Average temperature: 35.2°F (cold). Standard operations. Weather-driven variation expected.,1572.36
2023-01-25,1572.36,107.25,34.92916666666667,0,1,,none,Date: 2023-01-25. Winter weekday. Average temperature: 34.9°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1523.98
2023-01-26,1523.98,105.86,33.84166666666667,0,1,,none,Date: 2023-01-26. Winter weekday. Average temperature: 33.8°F (cold). Standard operations. Weather-driven variation expected.,1548.05
2023-01-27,1548.05,109.45,34.1625,0,1,,none,Date: 2023-01-27. Winter weekday. Average temperature: 34.2°F (cold). Standard operations. Weather-driven variation expected.,1187.48
2023-01-28,1187.48,81.16,35.666666666666664,1,1,,none,Date: 2023-01-28. Winter weekend. Average temperature: 35.7°F (cold). Standard operations. Weather-driven variation expected.,1225.94
2023-01-29,1225.94,82.46,31.308333333333334,1,1,,none,Date: 2023-01-29. Winter weekend. Average temperature: 31.3°F (cold). Standard operations. Weather-driven variation expected.,1543.78
2023-01-30,1543.78,103.0,30.675,0,1,,none,Date: 2023-01-30. Winter weekday. Average temperature: 30.7°F (cold). Typical day. No special events. Demand follows seasonal baseline.,1555.84
2023-01-31,1555.84,105.49,33.6875,0,1,,none,Date: 2023-01-31. Winter weekday. Average temperature: 33.7°F (cold). Regular weekday. Normal commuting and commercial activity expected.,1542.17
2023-02-01,1542.17,104.12,43.458333333333336,0,2,,none,Date: 2023-02-01. Winter weekday. Average temperature: 43.5°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1562.3700000000001
2023-02-02,1562.3700000000001,105.6,42.104166666666664,0,2,,none,Date: 2023-02-02. Winter weekday. Average temperature: 42.1°F (cool). Standard operations. Weather-driven variation expected.,1547.07
2023-02-03,1547.07,105.06,42.65416666666667,0,2,,none,Date: 2023-02-03. Winter weekday. Average temperature: 42.7°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1151.78
2023-02-04,1151.78,82.06,42.6625,1,2,,none,Date: 2023-02-04. Winter weekend. Average temperature: 42.7°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1172.0
2023-02-05,1172.0,81.55,41.59583333333333,1,2,,none,Date: 2023-02-05. Winter weekend. Average temperature: 41.6°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1540.3799999999999
2023-02-06,1540.3799999999999,105.09,43.72083333333333,0,2,,none,Date: 2023-02-06. Winter weekday. Average temperature: 43.7°F (cool). Standard operations. Weather-driven variation expected.,1590.24
2023-02-07,1590.24,112.78,42.50833333333333,0,2,,none,Date: 2023-02-07. Winter weekday. Average temperature: 42.5°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1510.78
2023-02-08,1510.78,106.24,44.55833333333334,0,2,,none,Date: 2023-02-08. Winter weekday. Average temperature: 44.6°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1550.47
2023-02-09,1550.47,104.9,41.108333333333334,0,2,,none,Date: 2023-02-09. Winter weekday. Average temperature: 41.1°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1563.13
2023-02-10,1563.13,100.57,43.270833333333336,0,2,,none,Date: 2023-02-10. Winter weekday. Average temperature: 43.3°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1189.13
2023-02-11,1189.13,81.34,41.074999999999996,1,2,,none,Date: 2023-02-11. Winter weekend. Average temperature: 41.1°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1177.85
2023-02-12,1177.85,78.3,41.93333333333334,1,2,,none,Date: 2023-02-12. Winter weekend. Average temperature: 41.9°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1559.8
2023-02-13,1559.8,99.34,41.99583333333333,0,2,,none,Date: 2023-02-13. Winter weekday. Average temperature: 42.0°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1584.48
2023-02-14,1584.48,111.82,45.37916666666666,0,2,Valentine's Day,minor_event,Date: 2023-02-14. Winter weekday. Average temperature: 45.4°F (cool). Minor community event. Slight uptick in local activity.,1524.9099999999999
2023-02-15,1524.9099999999999,106.8,41.358333333333334,0,2,,none,Date: 2023-02-15. Winter weekday. Average temperature: 41.4°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1561.22
2023-02-16,1561.22,105.92,42.574999999999996,0,2,,none,Date: 2023-02-16. Winter weekday. Average temperature: 42.6°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1534.12
2023-02-17,1534.12,108.58,42.479166666666664,0,2,,none,Date: 2023-02-17. Winter weekday. Average temperature: 42.5°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1141.24
2023-02-18,1141.24,82.13,43.61666666666667,1,2,,none,Date: 2023-02-18. Winter weekend. Average temperature: 43.6°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1145.49
2023-02-19,1145.49,80.1,41.43333333333333,1,2,,none,Date: 2023-02-19. Winter weekend. Average temperature: 41.4°F (cool). Standard operations. Weather-driven variation expected.,1534.76
2023-02-20,1534.76,107.8,43.8125,0,2,,none,Date: 2023-02-20. Winter weekday. Average temperature: 43.8°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1506.16
2023-02-21,1506.16,98.62,42.012499999999996,0,2,,none,Date: 2023-02-21. Winter weekday. Average temperature: 42.0°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1552.38
2023-02-22,1552.38,102.34,43.07083333333333,0,2,,none,Date: 2023-02-22. Winter weekday. Average temperature: 43.1°F (cool). Standard operations. Weather-driven variation expected.,1592.54
2023-02-23,1592.54,107.21,42.020833333333336,0,2,,none,Date: 2023-02-23. Winter weekday. Average temperature: 42.0°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1568.09
2023-02-24,1568.09,108.32,43.8125,0,2,,none,Date: 2023-02-24. Winter weekday. Average temperature: 43.8°F (cool). Standard operations. Weather-driven variation expected.,1151.7
2023-02-25,1151.7,87.39,43.262499999999996,1,2,,none,Date: 2023-02-25. Winter weekend. Average temperature: 43.3°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1143.37
2023-02-26,1143.37,78.83,43.90833333333333,1,2,,none,Date: 2023-02-26. Winter weekend. Average temperature: 43.9°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1568.3
2023-02-27,1568.3,113.03,41.17916666666667,0,2,,none,Date: 2023-02-27. Winter weekday. Average temperature: 41.2°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1603.57
2023-02-28,1603.57,114.81,41.079166666666666,0,2,,none,Date: 2023-02-28. Winter weekday. Average temperature: 41.1°F (cool). Standard operations. Weather-driven variation expected.,1753.95
2023-03-01,1753.95,117.2,54.80416666666667,0,3,,none,Date: 2023-03-01. Spring weekday. Average temperature: 54.8°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1819.8700000000001
2023-03-02,1819.8700000000001,124.05,56.06666666666666,0,3,,none,Date: 2023-03-02. Spring weekday. Average temperature: 56.1°F (cool). Standard operations. Weather-driven variation expected.,1713.01
2023-03-03,1713.01,121.89,53.75416666666666,0,3,,none,Date: 2023-03-03. Spring weekday. Average temperature: 53.8°F (cool). Standard operations. Weather-driven variation expected.,1298.51
2023-03-04,1298.51,94.95,52.80833333333334,1,3,,none,Date: 2023-03-04. Spring weekend. Average temperature: 52.8°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1312.78
2023-03-05,1312.78,92.84,54.25416666666666,1,3,,none,Date: 2023-03-05. Spring weekend. Average temperature: 54.3°F (cool). Standard operations. Weather-driven variation expected.,1789.72
2023-03-06,1789.72,124.47,54.94583333333333,0,3,,none,Date: 2023-03-06. Spring weekday. Average temperature: 54.9°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1745.53
2023-03-07,1745.53,119.65,53.76666666666667,0,3,,none,Date: 2023-03-07. Spring weekday. Average temperature: 53.8°F (cool). Standard operations. Weather-driven variation expected.,1800.11
2023-03-08,1800.11,122.53,52.395833333333336,0,3,,none,Date: 2023-03-08. Spring weekday. Average temperature: 52.4°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1754.47
2023-03-09,1754.47,126.55,56.35,0,3,,none,Date: 2023-03-09. Spring weekday. Average temperature: 56.4°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1747.72
2023-03-10,1747.72,116.06,52.42083333333333,0,3,,none,Date: 2023-03-10. Spring weekday. Average temperature: 52.4°F (cool). Standard operations. Weather-driven variation expected.,1318.3
2023-03-11,1318.3,88.83,55.208333333333336,1,3,,none,Date: 2023-03-11. Spring weekend. Average temperature: 55.2°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1272.43
2023-03-12,1272.43,91.13,55.708333333333336,1,3,,none,Date: 2023-03-12. Spring weekend. Average temperature: 55.7°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1778.93
2023-03-13,1778.93,118.38,52.229166666666664,0,3,,none,Date: 2023-03-13. Spring weekday. Average temperature: 52.2°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1736.48
2023-03-14,1736.48,116.49,53.85833333333333,0,3,,none,Date: 2023-03-14. Spring weekday. Average temperature: 53.9°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1759.74
2023-03-15,1759.74,121.06,55.52916666666667,0,3,,none,Date: 2023-03-15. Spring weekday. Average temperature: 55.5°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1758.97
2023-03-16,1758.97,125.81,56.37083333333334,0,3,,none,Date: 2023-03-16. Spring weekday. Average temperature: 56.4°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1785.9
2023-03-17,1785.9,121.7,54.00833333333333,0,3,,none,Date: 2023-03-17. Spring weekday. Average temperature: 54.0°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1319.9
2023-03-18,1319.9,89.67,54.8375,1,3,St. Patrick's Day,minor_event,Date: 2023-03-18. Spring weekend. Average temperature: 54.8°F (cool). Local event may cause small increase in traffic and demand.,1346.26
2023-03-19,1346.26,88.97,54.65833333333333,1,3,,none,Date: 2023-03-19. Spring weekend. Average temperature: 54.7°F (cool). Standard operations. Weather-driven variation expected.,1765.71
2023-03-20,1765.71,122.64,51.645833333333336,0,3,,none,Date: 2023-03-20. Spring weekday. Average temperature: 51.6°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1772.89
2023-03-21,1772.89,120.93,54.50833333333333,0,3,,none,Date: 2023-03-21. Spring weekday. Average temperature: 54.5°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1779.03
2023-03-22,1779.03,121.14,55.30416666666667,0,3,,none,Date: 2023-03-22. Spring weekday. Average temperature: 55.3°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1787.56
2023-03-23,1787.56,119.8,54.51666666666667,0,3,,none,Date: 2023-03-23. Spring weekday. Average temperature: 54.5°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1765.25
2023-03-24,1765.25,122.84,56.14166666666667,0,3,,none,Date: 2023-03-24. Spring weekday. Average temperature: 56.1°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1317.3
2023-03-25,1317.3,88.91,55.25833333333333,1,3,,none,Date: 2023-03-25. Spring weekend. Average temperature: 55.3°F (cool). Standard operations. Weather-driven variation expected.,1325.75
2023-03-26,1325.75,89.5,54.73333333333333,1,3,,none,Date: 2023-03-26. Spring weekend. Average temperature: 54.7°F (cool). Typical day. No special events. Demand follows seasonal baseline.,1776.17
2023-03-27,1776.17,123.35,56.475,0,3,,none,Date: 2023-03-27. Spring weekday. Average temperature: 56.5°F (cool). Standard operations. Weather-driven variation expected.,1777.32
2023-03-28,1777.32,119.17,55.49583333333334,0,3,,none,Date: 2023-03-28. Spring weekday. Average temperature: 55.5°F (cool). Standard operations. Weather-driven variation expected.,1731.01
2023-03-29,1731.01,120.46,53.05416666666667,0,3,,none,Date: 2023-03-29. Spring weekday. Average temperature: 53.1°F (cool). Standard operations. Weather-driven variation expected.,1727.71
2023-03-30,1727.71,123.7,54.37083333333334,0,3,,none,Date: 2023-03-30. Spring weekday. Average temperature: 54.4°F (cool). Regular weekday. Normal commuting and commercial activity expected.,1778.35
2023-03-31,1778.35,120.15,53.925000000000004,0,3,,none,Date: 2023-03-31. Spring weekday. Average temperature: 53.9°F (cool). Standard operations. Weather-driven variation expected.,1296.13
2023-04-01,1296.13,91.15,69.27083333333333,1,4,,none,Date: 2023-04-01. Spring weekend. Average temperature: 69.3°F (warm). Standard operations. Weather-driven variation expected.,1354.07
2023-04-02,1354.07,90.88,65.99166666666666,1,4,,none,Date: 2023-04-02. Spring weekend. Average temperature: 66.0°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1797.6
2023-04-03,1797.6,122.78,65.625,0,4,,none,Date: 2023-04-03. Spring weekday. Average temperature: 65.6°F (warm). Standard operations. Weather-driven variation expected.,1741.05
2023-04-04,1741.05,119.08,66.88333333333334,0,4,,none,Date: 2023-04-04. Spring weekday. Average temperature: 66.9°F (warm). Standard operations. Weather-driven variation expected.,1714.32
2023-04-05,1714.32,114.57,68.02916666666667,0,4,,none,Date: 2023-04-05. Spring weekday. Average temperature: 68.0°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1704.6299999999999
2023-04-06,1704.6299999999999,117.74,69.0125,0,4,,none,Date: 2023-04-06. Spring weekday. Average temperature: 69.0°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1753.46
2023-04-07,1753.46,122.02,63.88333333333333,0,4,,none,Date: 2023-04-07. Spring weekday. Average temperature: 63.9°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1676.79
2023-04-08,1676.79,118.0,69.67916666666666,1,4,Spring Game,psu_game,Date: 2023-04-08. Spring weekend. Average temperature: 69.7°F (warm). Football game at PSU today. Tailgating and fan activity throughout the day.,1312.8799999999999
2023-04-09,1312.8799999999999,92.01,67.80416666666666,1,4,,none,Date: 2023-04-09. Spring weekend. Average temperature: 67.8°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1814.71
2023-04-10,1814.71,116.52,68.0625,0,4,,none,Date: 2023-04-10. Spring weekday. Average temperature: 68.1°F (warm). Standard operations. Weather-driven variation expected.,1754.03
2023-04-11,1754.03,122.9,67.59583333333333,0,4,,none,Date: 2023-04-11. Spring weekday. Average temperature: 67.6°F (warm). Standard operations. Weather-driven variation expected.,1772.32
2023-04-12,1772.32,113.43,66.52499999999999,0,4,,none,Date: 2023-04-12. Spring weekday. Average temperature: 66.5°F (warm). Standard operations. Weather-driven variation expected.,1759.49
2023-04-13,1759.49,123.64,68.19166666666666,0,4,,none,Date: 2023-04-13. Spring weekday. Average temperature: 68.2°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1767.32
2023-04-14,1767.32,118.22,68.25833333333334,0,4,,none,Date: 2023-04-14. Spring weekday. Average temperature: 68.3°F (warm). Standard operations. Weather-driven variation expected.,1323.03
2023-04-15,1323.03,93.52,66.10833333333333,1,4,,none,Date: 2023-04-15. Spring weekend. Average temperature: 66.1°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1287.96
2023-04-16,1287.96,90.5,65.33333333333333,1,4,,none,Date: 2023-04-16. Spring weekend. Average temperature: 65.3°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1773.68
2023-04-17,1773.68,118.61,67.5625,0,4,,none,Date: 2023-04-17. Spring weekday. Average temperature: 67.6°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1736.41
2023-04-18,1736.41,120.98,70.08749999999999,0,4,,none,Date: 2023-04-18. Spring weekday. Average temperature: 70.1°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1755.2
2023-04-19,1755.2,116.59,66.65833333333333,0,4,,none,Date: 2023-04-19. Spring weekday. Average temperature: 66.7°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1738.49
2023-04-20,1738.49,114.41,66.8875,0,4,,none,Date: 2023-04-20. Spring weekday. Average temperature: 66.9°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1802.62
2023-04-21,1802.62,116.19,65.89166666666667,0,4,,none,Date: 2023-04-21. Spring weekday. Average temperature: 65.9°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1301.47
2023-04-22,1301.47,89.84,66.425,1,4,,none,Date: 2023-04-22. Spring weekend. Average temperature: 66.4°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1282.31
2023-04-23,1282.31,86.97,69.79583333333333,1,4,,none,Date: 2023-04-23. Spring weekend. Average temperature: 69.8°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1754.15
2023-04-24,1754.15,123.59,65.80833333333334,0,4,,none,Date: 2023-04-24. Spring weekday. Average temperature: 65.8°F (warm). Standard operations. Weather-driven variation expected.,1781.78
2023-04-25,1781.78,125.39,70.66250000000001,0,4,,none,Date: 2023-04-25. Spring weekday. Average temperature: 70.7°F (warm). Standard operations. Weather-driven variation expected.,1765.05
2023-04-26,1765.05,114.18,67.175,0,4,,none,Date: 2023-04-26. Spring weekday. Average temperature: 67.2°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1746.57
2023-04-27,1746.57,119.7,67.82916666666667,0,4,,none,Date: 2023-04-27. Spring weekday. Average temperature: 67.8°F (warm). Regular weekday. Normal commuting and commercial activity expected.,1774.3899999999999
2023-04-28,1774.3899999999999,120.13,66.25,0,4,,none,Date: 2023-04-28. Spring weekday. Average temperature: 66.2°F (warm). Standard operations. Weather-driven variation expected.,1328.54
2023-04-29,1328.54,94.23,67.02083333333333,1,4,,none,Date: 2023-04-29. Spring weekend. Average temperature: 67.0°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1292.79
2023-04-30,1292.79,84.5,68.22083333333333,1,4,,none,Date: 2023-04-30. Spring weekend. Average temperature: 68.2°F (warm). Typical day. No special events. Demand follows seasonal baseline.,1783.08
